City,Cloudiness (%),Country,Date,Humidity (%),Latitude,Longitude,Temperature,Wind Speed (MPH)
São Gonçalo do Amarante,76.0,BR,1613091120.0,74.0,-3.6072,,,24.0
Safi,0.0,MA,1613090933.0,86.0,32.2994,,,11.56
Umluj,99.0,SA,1613091121.0,50.0,25.0213,,,3.91
Ilulissat,75.0,GL,1613091122.0,72.0,69.2167,,,14.97
Port Keats,88.0,AU,1613090933.0,75.0,-14.25,,,9.08
Rio Claro,58.0,BR,1613090933.0,82.0,-22.4114,,,1.01
Kearney,90.0,US,1613090922.0,78.0,40.6995,,,9.22
Olinda,75.0,BR,1613091123.0,65.0,-8.0089,,,10.36
Xique-Xique,100.0,BR,1613091123.0,65.0,-10.8218,,,8.16
Riyadh,0.0,SA,1613091060.0,37.0,24.6877,,,2.3
Richards Bay,100.0,ZA,1613091123.0,92.0,-28.783,,,2.51
Micheweni,100.0,TZ,1613091123.0,75.0,-4.9667,,,10.36
Malé,20.0,MV,1613091061.0,74.0,4.1748,,,14.97
Pauini,100.0,BR,1613091123.0,97.0,-7.7136,,,2.89
Narsaq,75.0,GL,1613091124.0,30.0,60.9167,,,39.12
Barreirinhas,100.0,BR,1613090935.0,80.0,-2.7469,,,10.04
Khovd,0.0,MN,1613091124.0,73.0,48.0056,,,2.66
Koslan,100.0,RU,1613090935.0,90.0,63.4564,,,3.51
Mount Gambier,75.0,AU,1613091124.0,59.0,-37.8333,,,12.66
Deputatsky,100.0,RU,1613091068.0,82.0,69.3,,,2.01
Paraná,89.0,AR,1613091124.0,74.0,-31.732,,,1.01
Sørland,100.0,NO,1613091124.0,81.0,67.667,,,30.33
Yulara,75.0,AU,1613091125.0,94.0,-25.2406,,,6.91
Tsimmerbude,75.0,RU,1613091125.0,73.0,54.675,,,11.18
Grenville,20.0,GD,1613090988.0,73.0,12.1167,,,17.27
Drayton Valley,86.0,CA,1613091125.0,68.0,53.2168,,,8.99
Kawalu,94.0,ID,1613090936.0,79.0,-7.3817,,,0.76
Kasongo,100.0,CD,1613090936.0,97.0,-4.45,,,2.26
Changji,75.0,CN,1613091125.0,93.0,44.0167,,,4.47
Ludvika,90.0,SE,1613091125.0,73.0,60.1496,,,6.91
Sibolga,11.0,ID,1613091126.0,73.0,1.7427,,,2.17
Gizo Government Station,94.0,SB,1613091126.0,79.0,-8.103,,,10.76
Umm Kaddadah,0.0,SD,1613091126.0,28.0,13.6017,,,12.46
Pevek,75.0,RU,1613090937.0,84.0,69.7008,,,1.14
Shahrud,0.0,IR,1613090937.0,55.0,36.4182,,,5.1
Pemba,75.0,MZ,1613091126.0,100.0,-12.974,,,13.8
Novospasskoye,63.0,RU,1613091126.0,94.0,53.1468,,,1.74
Vanimo,100.0,PG,1613090820.0,63.0,-2.6741,,,5.19
Ucluelet,90.0,CA,1613090956.0,52.0,48.9329,,,5.75
Okhotsk,98.0,RU,1613091127.0,89.0,59.3833,,,7.96
Moba,0.0,CN,1613090938.0,77.0,33.2288,,,4.5
Avera,75.0,US,1613091127.0,93.0,33.194,,,5.19
Toowoomba,75.0,AU,1613091127.0,50.0,-27.55,,,6.91
Sisimiut,0.0,GL,1613091127.0,87.0,66.9395,,,9.35
Balabac,11.0,PH,1613091128.0,80.0,7.9868,,,10.6
Houma,90.0,US,1613091128.0,88.0,29.5958,,,10.36
Chongwe,100.0,ZM,1613091128.0,97.0,-15.3292,,,0.96
Aykhal,0.0,RU,1613091128.0,84.0,66.0,,,4.72
Japura,83.0,ID,1613091128.0,87.0,-0.3167,,,2.8
Houndé,0.0,BF,1613090939.0,17.0,11.5,,,4.41
Hihyā,0.0,EG,1613091128.0,94.0,30.6713,,,8.05
Dubbo,100.0,AU,1613091128.0,47.0,-32.25,,,17.27
Norman Wells,20.0,CA,1613091129.0,66.0,65.282,,,3.44
Yaguachi Nuevo,75.0,EC,1613091129.0,83.0,-2.1167,,,4.61
Hervey Bay,90.0,AU,1613091129.0,57.0,-25.2986,,,5.75
Cockburn Town,40.0,TC,1613091130.0,69.0,21.4612,,,13.8
Salalah,0.0,OM,1613090942.0,60.0,17.0151,,,1.14
Hambantota,1.0,LK,1613090942.0,100.0,6.1241,,,3.44
Álamo,20.0,MX,1613091130.0,69.0,20.9167,,,9.22
São João da Barra,100.0,BR,1613091130.0,87.0,-21.6403,,,11.72
Nacala,100.0,MZ,1613091130.0,87.0,-14.5428,,,7.83
Upington,100.0,ZA,1613091130.0,83.0,-28.4478,,,17.27
Camacha,20.0,PT,1613091130.0,88.0,33.0833,,,3.44
Boca do Acre,100.0,BR,1613090943.0,97.0,-8.7522,,,2.57
Rawson,63.0,AR,1613090865.0,41.0,-43.3002,,,29.53
Batagay,0.0,RU,1613091131.0,84.0,67.6333,,,0.74
Srandakan,30.0,ID,1613091131.0,75.0,-7.9386,,,4.74
Ampanihy,100.0,MG,1613091131.0,72.0,-24.7,,,7.7
Port Moresby,40.0,PG,1613091131.0,70.0,-9.4431,,,12.66
Mafinga,100.0,TZ,1613090943.0,96.0,-7.25,,,1.25
Karema,100.0,TZ,1613091131.0,77.0,-6.8205,,,4.99
Port Hardy,75.0,CA,1613091132.0,47.0,50.6996,,,29.93
Mahabalipuram,40.0,IN,1613090944.0,78.0,12.6264,,,2.3
Karauli,78.0,IN,1613091132.0,41.0,26.5,,,4.07
Luangwa,100.0,ZM,1613091132.0,95.0,-15.6167,,,1.92
San Cristobal,36.0,VE,1613090820.0,84.0,7.7669,,,1.81
Shimoda,75.0,JP,1613091132.0,66.0,34.6667,,,11.5
Tocache,100.0,PE,1613090944.0,87.0,-8.1842,,,0.6
Samfya,100.0,ZM,1613091132.0,95.0,-11.3649,,,6.87
Verkhnevilyuysk,92.0,RU,1613090945.0,87.0,63.4453,,,3.53
Nhamundá,76.0,BR,1613091133.0,93.0,-2.1861,,,1.74
Nome,90.0,US,1613090847.0,85.0,64.5011,,,23.02
Stephenville,90.0,US,1613091133.0,86.0,32.2207,,,6.91
Çumra,0.0,TR,1613091133.0,53.0,37.5732,,,11.5
Tamandaré,46.0,BR,1613091133.0,81.0,-8.7597,,,8.5
Tiksi,0.0,RU,1613090945.0,89.0,71.6872,,,7.25
Horsham,0.0,GB,1613091133.0,80.0,51.064,,,10.36
Boralday,90.0,KZ,1613091133.0,100.0,43.3578,,,2.24
Mangai,100.0,CD,1613090946.0,87.0,-4.05,,,0.56
Haines Junction,0.0,CA,1613091134.0,53.0,60.7522,,,1.14
Nikolayevsk-on-Amur,19.0,RU,1613090941.0,94.0,53.1406,,,2.24
Vila Velha,0.0,BR,1613091135.0,88.0,-20.3297,,,3.44
Elko,90.0,US,1613091135.0,46.0,41.0002,,,14.97
Aripuanã,88.0,BR,1613091135.0,98.0,-9.1667,,,1.12
Itaituba,100.0,BR,1613091108.0,96.0,-4.2761,,,1.77
Silifke,1.0,TR,1613091135.0,72.0,36.3778,,,4.54
Svetlaya,100.0,RU,1613091137.0,88.0,46.5389,,,0.69
Chapada dos Guimarães,40.0,BR,1613091011.0,69.0,-15.4606,,,9.22
Yerbogachën,0.0,RU,1613091137.0,85.0,61.2767,,,3.18
Makkah al Mukarramah,0.0,SA,1613090844.0,65.0,21.4267,,,1.81
Banjar,75.0,ID,1613091137.0,94.0,-8.19,,,6.91
Vila,85.0,PT,1613091137.0,96.0,42.0304,,,17.0
Payo,100.0,ID,1613091137.0,93.0,-3.7508,,,1.79
La Paz,75.0,BO,1613090948.0,81.0,-16.5,,,6.91
Belyy Yar,53.0,RU,1613091138.0,75.0,53.6039,,,0.89
Mlonggo,40.0,ID,1613090945.0,89.0,-6.5333,,,1.14
Chernyshevskiy,51.0,RU,1613091138.0,85.0,63.0128,,,3.09
Ahipara,0.0,NZ,1613091138.0,53.0,-35.1667,,,8.7
Carmo do Rio Verde,2.0,BR,1613090948.0,88.0,-15.3536,,,0.67
Dyersburg,20.0,US,1613090908.0,93.0,36.0345,,,11.5
Shishou,91.0,CN,1613091138.0,85.0,29.7226,,,6.22
Khuzhir,100.0,RU,1613090949.0,84.0,53.1939,,,9.04
Neiafu,40.0,TO,1613090949.0,79.0,-18.65,,,10.36
Arrondissement de Cognac,90.0,FR,1613091139.0,87.0,45.5,,,9.22
Arrondissement du Havre,0.0,FR,1613090949.0,64.0,49.5833,,,21.85
Ust-Maya,64.0,RU,1613091139.0,93.0,60.4167,,,6.17
Cukai,40.0,MY,1613091139.0,94.0,4.25,,,1.14
Tual,100.0,ID,1613091140.0,77.0,-5.6667,,,12.03
Fort Nelson,75.0,CA,1613091140.0,60.0,58.8053,,,4.61
Matamoros,40.0,MX,1613090950.0,10.0,25.5333,,,13.24
Zheshart,100.0,RU,1613091141.0,91.0,62.0731,,,4.18
Sergeevka,62.0,KZ,1613091141.0,91.0,53.88,,,5.39
Solon,1.0,US,1613091142.0,73.0,41.3898,,,8.05
Disraeli,80.0,CA,1613091142.0,58.0,45.9001,,,5.99
Paamiut,100.0,GL,1613090950.0,86.0,61.994,,,9.24
Nanortalik,100.0,GL,1613091142.0,88.0,60.1432,,,12.17
Srednekolymsk,0.0,RU,1613091142.0,85.0,67.45,,,5.7
Bengkulu,100.0,ID,1613091143.0,76.0,-3.8004,,,4.25
Ambilobe,85.0,MG,1613090951.0,94.0,-13.2,,,2.24
Klaksvík,20.0,FO,1613090951.0,75.0,62.2266,,,12.66
Nuuk,90.0,GL,1613090951.0,79.0,64.1835,,,14.97
Singaraja,100.0,ID,1613090872.0,72.0,-8.112,,,2.42
La Crosse,90.0,US,1613091121.0,71.0,43.8014,,,10.36
Waipawa,90.0,NZ,1613091143.0,82.0,-41.4122,,,19.57
Abu Kamal,0.0,SY,1613090951.0,61.0,34.4506,,,2.28
Comacchio,100.0,IT,1613091143.0,65.0,44.6975,,,17.27
Nuoro,0.0,IT,1613090952.0,46.0,40.3211,,,2.3
Maniago,5.0,IT,1613091144.0,67.0,46.1706,,,1.01
Marshfield,90.0,US,1613090952.0,60.0,44.6689,,,6.91
La Ronge,100.0,CA,1613091144.0,63.0,55.1001,,,6.91
Broome,75.0,US,1613090952.0,73.0,42.2506,,,11.5
Mana,98.0,GF,1613091144.0,82.0,5.6592,,,12.41
Korčula,20.0,HR,1613090952.0,40.0,42.9622,,,21.85
Pak Phanang,75.0,TH,1613090952.0,94.0,8.3511,,,3.44
Kropotkin,100.0,RU,1613091144.0,78.0,45.4375,,,8.68
Mweka,100.0,CD,1613091144.0,91.0,-4.85,,,1.86
Ibicaraí,0.0,BR,1613091145.0,74.0,-14.865,,,5.75
Sesimbra,75.0,PT,1613091145.0,94.0,38.4445,,,10.36
Thaba-Tseka,95.0,LS,1613091145.0,64.0,-29.522,,,1.97
Tongren,81.0,CN,1613090953.0,82.0,27.7172,,,1.03
La Santisima Trinidad,100.0,BO,1613091145.0,90.0,-14.8333,,,4.41
Srostki,27.0,RU,1613090953.0,86.0,52.4189,,,3.89
Verāval,0.0,IN,1613091145.0,40.0,20.9,,,7.47
Río Gallegos,20.0,AR,1613091145.0,38.0,-51.6226,,,24.16
Broken Hill,75.0,AU,1613091146.0,44.0,-31.95,,,11.5
Almenara,100.0,BR,1613091146.0,84.0,-16.1836,,,2.26
Vostok,100.0,RU,1613091146.0,93.0,46.4856,,,3.58
Bellevue,90.0,US,1613090887.0,86.0,47.6104,,,3.44
Allanridge,0.0,ZA,1613091146.0,85.0,-27.7543,,,8.37
Bagotville,40.0,AU,1613091146.0,53.0,-28.9833,,,4.61
Erenhot,4.0,CN,1613090954.0,87.0,43.6475,,,5.86
Pestretsy,75.0,RU,1613091146.0,78.0,55.7531,,,6.71
Romans-sur-Isère,99.0,FR,1613091147.0,88.0,45.0464,,,3.94
Manga,0.0,BF,1613091147.0,17.0,11.6636,,,6.53
Luba,20.0,GQ,1613090904.0,89.0,3.4568,,,9.22
Abilene,90.0,US,1613091117.0,80.0,32.4487,,,6.91
Harper,43.0,LR,1613091147.0,88.0,4.375,,,6.53
Esso,32.0,RU,1613091147.0,86.0,55.9333,,,2.71
Victor Harbor,82.0,AU,1613091147.0,59.0,-35.5667,,,1.99
Ygatimi,0.0,PY,1613091147.0,93.0,-24.0833,,,1.03
Māgadi,20.0,IN,1613091147.0,94.0,12.9667,,,3.44
Muros,21.0,ES,1613091148.0,93.0,42.7762,,,15.99
Båtsfjord,100.0,NO,1613090956.0,93.0,70.6345,,,13.82
Utinga,20.0,BR,1613090956.0,78.0,-5.8172,,,9.22
Fort Saint James,100.0,CA,1613091148.0,86.0,54.4333,,,1.95
Sterling,75.0,US,1613091008.0,74.0,39.0062,,,6.91
Fare,1.0,PF,1613091148.0,64.0,-16.7,,,11.45
Doha,0.0,QA,1613091148.0,82.0,25.2867,,,6.91
Ballarat,0.0,AU,1613091148.0,55.0,-37.5662,,,3.0
Abéché,0.0,TD,1613091149.0,31.0,13.8292,,,7.49
Sotik Post,88.0,KE,1613091149.0,95.0,-0.7813,,,1.5
Pedernales,0.0,DO,1613091149.0,56.0,18.0384,,,10.98
Mitsamiouli,68.0,KM,1613091149.0,77.0,-11.3847,,,14.05
Mastic Beach,100.0,US,1613090957.0,57.0,40.7668,,,3.0
Sungai Penuh,9.0,ID,1613090958.0,82.0,-2.0833,,,1.39
Taltal,0.0,CL,1613090889.0,72.0,-25.4,,,2.82
Rocky River,75.0,US,1613091149.0,73.0,41.4756,,,8.05
Barstow,1.0,US,1613091150.0,24.0,34.8986,,,3.44
Nantucket,20.0,US,1613091150.0,74.0,41.2835,,,4.61
Wattegama,1.0,LK,1613091150.0,100.0,6.7989,,,3.44
Batemans Bay,100.0,AU,1613090958.0,94.0,-35.7167,,,7.07
Montefiascone,3.0,IT,1613091150.0,83.0,42.5393,,,8.99
Helena,90.0,US,1613090959.0,59.0,46.5927,,,5.75
Seoul,93.0,KR,1613090930.0,93.0,37.5683,,,2.3
Kutum,0.0,SD,1613091150.0,34.0,14.2,,,8.97
Galesong,20.0,ID,1613091009.0,89.0,-5.3166,,,2.3
Dombarovskiy,100.0,RU,1613091151.0,98.0,50.7587,,,11.18
Ushtobe,100.0,KZ,1613090960.0,97.0,45.2514,,,6.42
Opuwo,94.0,NA,1613091151.0,77.0,-18.0607,,,4.94
Kapoeta,25.0,SS,1613091151.0,35.0,4.7717,,,4.25
Lishan,31.0,CN,1613090961.0,64.0,31.8576,,,3.27
Kamenka,100.0,RU,1613091151.0,96.0,51.3223,,,9.69
Batagay-Alyta,100.0,RU,1613091151.0,83.0,67.8006,,,2.28
Puerto Escondido,1.0,MX,1613091152.0,74.0,15.85,,,6.06
Mariental,96.0,NA,1613091152.0,40.0,-24.6333,,,3.71
Celestún,42.0,MX,1613091152.0,82.0,20.8667,,,9.08
Mayumba,100.0,GA,1613091152.0,84.0,-3.432,,,4.05
Polovinnoye,64.0,RU,1613091152.0,91.0,54.7914,,,6.64
Salinópolis,100.0,BR,1613091130.0,86.0,-0.6136,,,11.25
Rincon,90.0,US,1613090963.0,94.0,32.296,,,8.05
Myski,0.0,RU,1613091153.0,82.0,53.709,,,2.57
Pecos,90.0,US,1613091153.0,80.0,31.4229,,,10.36
Olafsvik,98.0,IS,1613091153.0,75.0,64.8945,,,18.19
Okha,100.0,RU,1613090963.0,97.0,53.5739,,,6.08
Santa Vitória,100.0,BR,1613091153.0,83.0,-18.8386,,,3.62
Chapais,90.0,CA,1613090860.0,71.0,49.7834,,,10.36
Ketchikan,1.0,US,1613091154.0,36.0,55.3422,,,23.02
Fortuna,40.0,US,1613091154.0,100.0,40.5982,,,10.36
Port Lincoln,99.0,AU,1613091154.0,63.0,-34.7333,,,12.17
Teya,100.0,RU,1613091154.0,84.0,60.3778,,,6.85
Brae,90.0,GB,1613091154.0,65.0,60.3964,,,25.32
Cazones de Herrera,20.0,MX,1613090964.0,69.0,20.7167,,,9.22
Tokmak,69.0,UA,1613091154.0,80.0,47.2514,,,11.27
Jasper,90.0,US,1613091154.0,79.0,37.2001,,,8.05
Lethem,1.0,GY,1613091155.0,61.0,3.3803,,,10.71
Kailua,40.0,US,1613091155.0,53.0,21.4022,,,10.36
Sechura,100.0,PE,1613091155.0,72.0,-5.5569,,,10.16
Gijón,100.0,ES,1613091155.0,87.0,43.5357,,,6.38
Banda Aceh,16.0,ID,1613090966.0,77.0,5.5577,,,4.76
Basco,0.0,PH,1613091156.0,76.0,20.4487,,,13.82
San Patricio,90.0,US,1613091156.0,100.0,28.017,,,20.71
Launceston,40.0,AU,1613091156.0,56.0,-41.45,,,19.57
Lowestoft,0.0,GB,1613090646.0,81.0,52.4752,1.7516,33.01,4.0
Mehamn,95.0,NO,1613091196.0,91.0,71.0357,27.8492,21.2,10.0
Chokurdakh,65.0,RU,1613091196.0,77.0,70.6333,147.9167,-17.9,5.06
Mataura,0.0,NZ,1613090882.0,68.0,-46.1927,168.8643,60.01,8.99
Muisne,45.0,EC,1613090882.0,85.0,0.6,-80.0333,77.77,2.13
Qaanaaq,0.0,GL,1613090882.0,70.0,77.484,-69.3632,9.14,7.2
Mahébourg,75.0,MU,1613090628.0,73.0,-20.4081,57.7,78.8,8.05
Rikitea,91.0,PF,1613091196.0,69.0,-23.1203,-134.9692,79.23,6.02
São Marcos,84.0,BR,1613091071.0,87.0,-28.9711,-51.0681,64.99,4.0
Punta Arenas,40.0,CL,1613091071.0,71.0,-53.15,-70.9167,50.0,14.97
Prince Albert,90.0,CA,1613091124.0,57.0,53.2001,-105.7677,-20.2,11.5
Naze,75.0,JP,1613090692.0,82.0,28.3667,129.4833,62.6,27.63
Cherskiy,0.0,RU,1613090724.0,81.0,68.75,161.3,-20.07,1.9
Busselton,0.0,AU,1613090688.0,73.0,-33.65,115.3333,62.01,1.99
Guerrero Negro,0.0,MX,1613090699.0,74.0,27.9769,-114.0611,61.63,13.31
Lagoa,100.0,PT,1613090755.0,88.0,39.05,-27.9833,59.14,31.54
Saint-Augustin,100.0,CA,1613090883.0,94.0,51.226,-58.6502,26.67,14.81
Tūkrah,14.0,LY,1613091073.0,75.0,32.5341,20.5791,56.59,9.35
Alexandria,0.0,EG,1613090884.0,87.0,31.2156,29.9553,51.8,3.91
Tasiilaq,90.0,GL,1613091198.0,68.0,65.6145,-37.6368,21.2,25.32
Saint-Philippe,0.0,RE,1613091198.0,65.0,-21.3585,55.7679,78.8,13.8
Pisco,0.0,PE,1613091198.0,83.0,-13.7,-76.2167,73.4,6.91
Varkala,20.0,IN,1613091073.0,68.0,8.7341,76.7067,73.4,2.3
Sanquhar,0.0,GB,1613091073.0,64.0,55.3653,-3.9216,30.2,14.97
Berlevåg,100.0,NO,1613090884.0,93.0,70.8578,29.0864,22.15,15.75
Piñas,82.0,EC,1613090885.0,86.0,-3.6667,-79.65,67.73,0.56
Bredasdorp,100.0,ZA,1613091074.0,88.0,-34.5322,20.0403,71.6,3.44
Khorramshahr,0.0,IR,1613090829.0,72.0,30.4397,48.1664,59.0,4.61
Port Alfred,95.0,ZA,1613091015.0,96.0,-33.5906,26.891,70.0,8.34
Albion,90.0,US,1613091074.0,57.0,42.2431,-84.753,14.0,3.44
Alice Springs,75.0,AU,1613091075.0,48.0,-23.7,133.8833,89.6,10.36
Majholi,100.0,IN,1613091075.0,40.0,23.5,79.9167,55.22,3.29
Abnūb,0.0,EG,1613091075.0,62.0,27.2696,31.1511,55.4,9.22
Capinópolis,100.0,BR,1613091075.0,82.0,-18.6819,-49.5697,72.91,2.19
Pitiquito,0.0,MX,1613091075.0,29.0,30.7,-112.0833,72.0,10.0
Ushuaia,40.0,AR,1613090886.0,76.0,-54.8,-68.3,48.2,29.93
Khatanga,100.0,RU,1613091066.0,87.0,71.9667,102.5,-25.24,4.92
Havøysund,20.0,NO,1613091075.0,74.0,70.9963,24.6622,26.6,3.44
Yangi Marg`ilon,12.0,UZ,1613091075.0,53.0,40.4272,71.7189,46.4,2.3
Castro,100.0,BR,1613090820.0,96.0,-24.7911,-50.0119,60.48,5.55
Carnarvon,91.0,AU,1613091076.0,69.0,-24.8667,113.6333,77.0,18.41
Saint Paul Harbor,90.0,US,1613090887.0,87.0,57.79,-152.4072,37.4,36.82
Esim,0.0,GH,1613091076.0,84.0,4.8699,-2.2405,80.47,10.18
Pacific Grove,90.0,US,1613090788.0,62.0,36.6177,-121.9166,55.4,4.61
Lebu,0.0,CL,1613091076.0,90.0,-37.6167,-73.65,60.22,14.2
Longyearbyen,20.0,SJ,1613091076.0,78.0,78.2186,15.6401,1.4,16.11
Port Elizabeth,75.0,ZA,1613090835.0,94.0,-33.918,25.5701,73.4,16.11
Yamada,0.0,JP,1613091077.0,67.0,39.4667,141.95,38.73,0.49
Upernavik,100.0,GL,1613091077.0,81.0,72.7868,-56.1549,0.3,8.66
Vardø,100.0,NO,1613090888.0,96.0,70.3705,31.1107,22.21,20.71
Babylon,1.0,US,1613091025.0,54.0,40.6957,-73.3257,30.0,6.91
Albany,25.0,US,1613091008.0,74.0,42.6001,-73.9662,21.0,7.45
Tuktoyaktuk,40.0,CA,1613091077.0,84.0,69.4541,-133.0374,-7.6,14.97
Atuona,0.0,PF,1613091077.0,74.0,-9.8,-139.0333,79.38,11.27
Yellowknife,20.0,CA,1613091021.0,77.0,62.456,-114.3525,-7.01,8.05
Butaritari,0.0,KI,1613091077.0,76.0,3.0707,172.7902,82.0,13.04
Bambous Virieux,75.0,MU,1613091078.0,73.0,-20.3428,57.7575,78.8,8.05
Lompoc,1.0,US,1613091078.0,72.0,34.6391,-120.4579,57.2,9.22
Westport,100.0,US,1613091078.0,59.0,41.1415,-73.3579,28.0,11.43
Vaini,75.0,TO,1613090819.0,79.0,-21.2,-175.2,86.0,9.22
Torbay,90.0,CA,1613091078.0,93.0,47.6666,-52.7314,23.0,28.77
Hilo,90.0,US,1613090860.0,65.0,19.7297,-155.09,77.0,8.84
Salamiyah,0.0,SY,1613090786.0,59.0,35.0113,37.0532,51.91,9.28
Amapá,100.0,BR,1613091078.0,98.0,1.0,-52.0,72.88,2.93
Rudnogorsk,76.0,RU,1613091079.0,88.0,57.2639,103.7519,-22.99,3.0
Hobyo,100.0,SO,1613091079.0,75.0,5.3505,48.5268,76.1,17.11
Ponta do Sol,20.0,PT,1613091079.0,72.0,32.6667,-17.1,60.8,2.3
Korla,84.0,CN,1613090890.0,85.0,41.7597,86.1469,31.17,1.25
Constitución,100.0,CL,1613090866.0,91.0,-35.3333,-72.4167,59.99,6.82
Bariloche,40.0,AR,1613091018.0,43.0,-41.1456,-71.3082,69.8,19.57
Comodoro Rivadavia,0.0,AR,1613091081.0,20.0,-45.8667,-67.5,82.4,10.36
George Town,20.0,MY,1613090822.0,88.0,5.4112,100.3354,81.0,2.3
Hasaki,90.0,JP,1613091082.0,65.0,35.7333,140.8333,43.0,6.91
Tutóia,100.0,BR,1613091082.0,82.0,-2.7619,-42.2744,81.0,13.65
Santa Cruz de la Sierra,90.0,BO,1613090891.0,88.0,-17.8,-63.1667,69.8,8.05
Nuquí,100.0,CO,1613091082.0,80.0,5.7125,-77.2708,78.98,2.37
New Norfolk,0.0,AU,1613091082.0,58.0,-42.7826,147.0587,70.0,8.99
Mar del Plata,90.0,AR,1613090892.0,88.0,-38.0023,-57.5575,70.0,17.27
Prince Rupert,1.0,CA,1613090892.0,25.0,54.3161,-130.3201,23.0,10.36
Kaitangata,3.0,NZ,1613091083.0,58.0,-46.2817,169.8464,61.0,3.0
Balatonboglár,75.0,HU,1613091083.0,68.0,46.7752,17.6441,21.2,16.11
Buta,9.0,CD,1613091083.0,43.0,2.7858,24.73,69.82,0.94
Jamestown,1.0,US,1613090893.0,73.0,42.097,-79.2353,15.8,4.61
San Luis Potosí,20.0,MX,1613091084.0,8.0,22.5,-100.5,71.6,16.11
East London,47.0,ZA,1613091084.0,85.0,-33.0153,27.9116,73.47,10.94
Roald,0.0,NO,1613091084.0,54.0,62.5833,6.1333,23.0,10.36
Barra de Tecoanapa,0.0,MX,1613091084.0,78.0,16.5167,-98.75,77.31,8.61
Thompson,75.0,CA,1613091084.0,76.0,55.7435,-97.8558,-23.8,2.3
Oktyabr'skiy,95.0,RU,1613091019.0,95.0,54.4815,53.471,11.19,3.42
Pierre,90.0,US,1613091085.0,71.0,44.3683,-100.351,-2.2,8.05
Provideniya,20.0,RU,1613091085.0,65.0,64.3833,-173.3,-5.8,29.08
Mayo,90.0,US,1613091085.0,75.0,38.8876,-76.5119,34.0,5.75
Rotifunk,100.0,SL,1613091085.0,89.0,8.2333,-12.6833,74.7,2.24
Laas,0.0,IT,1613091085.0,85.0,46.6166,10.7002,12.2,9.22
Kavaratti,24.0,IN,1613091085.0,57.0,10.5669,72.642,81.28,6.4
Arraial do Cabo,40.0,BR,1613091085.0,94.0,-22.9661,-42.0278,75.2,6.91
Almeirim,100.0,BR,1613091085.0,93.0,-1.5233,-52.5817,75.74,4.56
Yeppoon,97.0,AU,1613091086.0,42.0,-23.1333,150.7333,86.0,8.05
Hermanus,96.0,ZA,1613090896.0,88.0,-34.4187,19.2345,73.0,9.01
Dikson,98.0,RU,1613091086.0,89.0,73.5069,80.5464,-14.89,5.19
Hobart,40.0,AU,1613091007.0,40.0,-42.8794,147.3294,70.0,24.16
Nikolskoye,75.0,RU,1613091086.0,85.0,59.7035,30.7861,5.0,8.95
Glasgow,0.0,GB,1613090928.0,80.0,55.8652,-4.2576,28.4,11.5
Ivanteyevka,90.0,RU,1613090896.0,78.0,55.9711,37.9208,6.8,8.95
Bathsheba,40.0,BB,1613091087.0,61.0,13.2167,-59.5167,78.8,17.27
Kapaa,1.0,US,1613090897.0,60.0,22.0752,-159.319,75.2,6.91
Talnakh,91.0,RU,1613091087.0,87.0,69.4865,88.3972,-15.88,2.21
Mount Isa,0.0,AU,1613091088.0,46.0,-20.7333,139.5,91.4,13.8
Iranshahr,0.0,IR,1613090897.0,14.0,27.2025,60.6848,59.0,6.91
Aginskoye,32.0,RU,1613091088.0,89.0,51.1,114.53,3.2,17.49
Avarua,32.0,CK,1613091088.0,69.0,-21.2078,-159.775,82.4,3.44
Faanui,5.0,PF,1613091088.0,68.0,-16.4833,-151.75,81.84,9.78
Turukhansk,0.0,RU,1613091088.0,82.0,65.8167,87.9833,-25.01,5.14
Lavrentiya,0.0,RU,1613090836.0,81.0,65.5833,-171.0,-20.99,12.91
Airai,51.0,TL,1613090898.0,78.0,-8.9266,125.4092,72.52,1.3
Matara,70.0,LK,1613091089.0,90.0,5.9485,80.5353,72.03,3.18
Geraldton,0.0,AU,1613091089.0,43.0,-28.7667,114.6,73.4,11.5
Halifax,30.0,CA,1613091089.0,68.0,44.6453,-63.5724,19.4,6.91
Merauke,89.0,ID,1613091089.0,83.0,-8.4667,140.3333,80.73,7.78
Barrow,1.0,US,1613091090.0,83.0,71.2906,-156.7887,-41.8,9.22
Bratislava,20.0,SK,1613090899.0,62.0,48.1482,17.1067,18.0,6.91
Ribeira Grande,100.0,PT,1613091090.0,84.0,38.5167,-28.7,60.64,38.16
Puerto Ayora,91.0,EC,1613091090.0,98.0,-0.7393,-90.3518,75.0,7.38
Kerema,89.0,PG,1613091090.0,82.0,-7.9631,145.7785,81.41,13.4
Kirakira,100.0,SB,1613091090.0,88.0,-10.4544,161.9205,78.35,6.73
Codrington,96.0,AU,1613091090.0,61.0,-38.2667,141.9667,63.73,12.06
Kahului,20.0,US,1613090901.0,50.0,20.8947,-156.47,80.6,16.11
Port Antonio,75.0,JM,1613091090.0,65.0,18.18,-76.4612,80.6,10.36
Deniliquin,100.0,AU,1613090902.0,73.0,-35.5333,144.9667,72.0,1.01
Safaga,0.0,EG,1613090798.0,44.0,26.7292,33.9365,60.8,5.75
Lüderitz,43.0,NA,1613091091.0,88.0,-26.6481,15.1594,63.95,4.65
Buin,0.0,CL,1613091091.0,77.0,-33.7333,-70.75,73.99,12.66
